"time","territoryFullName","territoryName","territoryKey","totalMandates","availableMandates","numParishes","numParishesApproved","blankVotes","blankVotesPercentage","nullVotes","nullVotesPercentage","votersPercentage","subscribedVoters","totalVoters","pre.totalMandates","pre.availableMandates","pre.blankVotes","pre.blankVotesPercentage","pre.nullVotes","pre.nullVotesPercentage","pre.votersPercentage","pre.subscribedVoters","pre.totalVoters","Council","District"
"2019-12-03 11:13:36","Celas","Celas","LOCAL-041204",NA,0,1,1,1,1.08,0,0,33.1,281,93,NA,0,0,0,3,2.7,34.26,324,111,"Vinhais","Bragança"
"2019-12-03 11:13:36","Edral","Edral","LOCAL-041206",NA,0,1,1,0,0,0,0,34.62,260,90,NA,0,1,1.27,2,2.53,27.05,292,79,"Vinhais","Bragança"
"2019-12-03 11:13:36","Edrosa","Edrosa","LOCAL-041207",NA,0,1,1,0,0,2,2.35,43.15,197,85,NA,0,1,1.23,0,0,41.54,195,81,"Vinhais","Bragança"
"2019-12-03 11:13:36","Ervedosa","Ervedosa","LOCAL-041208",NA,0,1,1,1,0.56,5,2.79,41.06,436,179,NA,0,7,3.52,3,1.51,40.7,489,199,"Vinhais","Bragança"
"2019-12-03 11:13:36","Paçó","Paçó","LOCAL-041215",NA,0,1,1,3,3.13,1,1.04,40.17,239,96,NA,0,2,2.04,3,3.06,38.89,252,98,"Vinhais","Bragança"
"2019-12-03 11:13:36","Penhas Juntas","Penhas Juntas","LOCAL-041216",NA,0,1,1,2,1.45,3,2.17,46,300,138,NA,0,0,0,1,0.79,38.53,327,126,"Vinhais","Bragança"
"2019-12-03 11:13:36","Rebordelo","Rebordelo","LOCAL-041219",NA,0,1,1,4,1.27,4,1.27,46.54,679,316,NA,0,0,0,7,1.97,49.37,719,355,"Vinhais","Bragança"
"2019-12-03 11:13:36","Santalha","Santalha","LOCAL-041221",NA,0,1,1,0,0,1,0.83,37.38,321,120,NA,0,1,0.7,6,4.23,40.57,350,142,"Vinhais","Bragança"
"2019-12-03 11:13:36","Tuizelo","Tuizelo","LOCAL-041226",NA,0,1,1,1,0.76,1,0.76,30.34,435,132,NA,0,1,0.57,1,0.57,35.22,494,174,"Vinhais","Bragança"
"2019-12-03 11:13:36","Vale das Fontes","Vale das Fontes","LOCAL-041227",NA,0,1,1,1,0.59,4,2.35,44.16,385,170,NA,0,1,0.49,2,0.97,47.58,433,206,"Vinhais","Bragança"
"2019-12-03 11:13:36","Vila Boa de Ousilhão","Vila Boa de Ousilhão","LOCAL-041229",NA,0,1,1,4,5.71,7,10,40.94,171,70,NA,0,1,1.41,4,5.63,39.66,179,71,"Vinhais","Bragança"
"2019-12-03 11:13:36","Vila Verde","Vila Verde","LOCAL-041230",NA,0,1,1,0,0,2,2.06,42.92,226,97,NA,0,0,0,1,0.85,45,260,117,"Vinhais","Bragança"
"2019-12-03 11:13:36","Vilar de Ossos","Vilar de Ossos","LOCAL-041232",NA,0,1,1,1,0.88,3,2.65,42.01,269,113,NA,0,5,3.7,2,1.48,45.76,295,135,"Vinhais","Bragança"
"2019-12-03 11:13:36","Vilar de Peregrinos","Vilar de Peregrinos","LOCAL-041233",NA,0,1,1,2,2.63,0,0,40.43,188,76,NA,0,0,0,1,1.2,39.71,209,83,"Vinhais","Bragança"
"2019-12-03 11:13:36","Vilar Seco de Lomba","Vilar Seco de Lomba","LOCAL-041234",NA,0,1,1,0,0,3,2.42,44.6,278,124,NA,0,1,0.65,4,2.58,50.99,304,155,"Vinhais","Bragança"
"2019-12-03 11:13:36","Vinhais","Vinhais","LOCAL-041235",NA,0,1,1,11,1.07,21,2.03,47.47,2174,1032,NA,0,11,1.01,16,1.46,48.69,2245,1093,"Vinhais","Bragança"
"2019-12-03 11:13:36","União das freguesias de Curopos e Vale de Janeiro","Curopos e Vale de Janeiro","LOCAL-041236",NA,0,1,1,3,1.9,3,1.9,40.51,390,158,NA,0,2,1.04,3,1.56,45.93,418,192,"Vinhais","Bragança"
"2019-12-03 11:13:36","União das freguesias de Moimenta e Montouto","Moimenta e Montouto","LOCAL-041237",NA,0,1,1,3,2.91,3,2.91,34.22,301,103,NA,0,3,2.75,1,0.92,33.13,329,109,"Vinhais","Bragança"
"2019-12-03 11:13:36","União das freguesias de Nunes e Ousilhão","Nunes e Ousilhão","LOCAL-041238",NA,0,1,1,2,1.54,4,3.08,50.58,257,130,NA,0,3,2,3,2,50.17,299,150,"Vinhais","Bragança"
"2019-12-03 11:13:36","União das freguesias de Quirás e Pinheiro Novo","Quirás e Pinheiro Novo","LOCAL-041239",NA,0,1,1,1,0.96,3,2.88,26.8,388,104,NA,0,1,0.83,2,1.67,28.85,416,120,"Vinhais","Bragança"
"2019-12-03 11:13:36","União das freguesias de Sobreiro de Baixo e Alvaredos","Sobreiro de Baixo e Alvaredos","LOCAL-041240",NA,0,1,1,2,1.16,4,2.31,35.23,491,173,NA,0,2,0.9,6,2.7,42.29,525,222,"Vinhais","Bragança"
"2019-12-03 11:13:36","União das freguesias de Soeira, Fresulfe e Mofreita","Soeira, Fresulfe e Mofreita","LOCAL-041241",NA,0,1,1,6,5.56,5,4.63,43.9,246,108,NA,0,5,4.55,4,3.64,42.47,259,110,"Vinhais","Bragança"
"2019-12-03 11:13:36","União das freguesias de Travanca e Santa Cruz","Travanca e Santa Cruz","LOCAL-041242",NA,0,1,1,2,1.71,1,0.85,66.86,175,117,NA,0,5,4.59,0,0,64.12,170,109,"Vinhais","Bragança"
"2019-12-03 11:13:36","União das freguesias de Vilar de Lomba e São Jomil","Vilar de Lomba e São Jomil","LOCAL-041243",NA,0,1,1,2,1.59,3,2.38,43.3,291,126,NA,0,2,1.69,3,2.54,37.46,315,118,"Vinhais","Bragança"
"2019-12-03 11:13:36","Caria","Caria","LOCAL-050102",NA,0,1,1,27,3.25,17,2.05,45.39,1831,831,NA,0,18,1.85,19,1.95,49.27,1975,973,"Belmonte","Castelo Branco"
"2019-12-03 11:13:36","Inguias","Inguias","LOCAL-050104",NA,0,1,1,4,1.34,6,2.01,46,650,299,NA,0,4,1.2,5,1.5,49.93,669,334,"Belmonte","Castelo Branco"
"2019-12-03 11:13:36","Maçainhas","Maçainhas","LOCAL-050105",NA,0,1,1,8,4.55,8,4.55,57.52,306,176,NA,0,4,1.97,4,1.97,58.17,349,203,"Belmonte","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Belmonte e Colmeal da Torre","Belmonte e Colmeal da Torre","LOCAL-050106",NA,0,1,1,33,2.01,36,2.19,48.93,3358,1643,NA,0,38,2.06,38,2.06,52.13,3541,1846,"Belmonte","Castelo Branco"
"2019-12-03 11:13:36","Alcains","Alcains","LOCAL-050201",NA,0,1,1,77,3.59,36,1.68,49.77,4304,2142,NA,0,75,3.18,36,1.53,52.69,4475,2358,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Almaceda","Almaceda","LOCAL-050202",NA,0,1,1,4,1.32,9,2.98,49.19,614,302,NA,0,8,2.23,5,1.4,48.58,737,358,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Benquerenças","Benquerenças","LOCAL-050203",NA,0,1,1,9,2.63,8,2.34,61.62,555,342,NA,0,9,2.36,10,2.62,64.58,590,381,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Castelo Branco","Castelo Branco","LOCAL-050205",NA,0,1,1,417,2.46,333,1.96,54.2,31339,16985,NA,0,388,2.17,333,1.86,57.75,30981,17892,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Lardosa","Lardosa","LOCAL-050211",NA,0,1,1,4,0.88,6,1.31,53.96,847,457,NA,0,2,0.41,4,0.82,55.48,876,486,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Louriçal do Campo","Louriçal do Campo","LOCAL-050212",NA,0,1,1,5,1.97,4,1.57,51.42,494,254,NA,0,2,0.62,4,1.24,55.04,585,322,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Malpica do Tejo","Malpica do Tejo","LOCAL-050214",NA,0,1,1,4,1.9,5,2.37,53.83,392,211,NA,0,0,0,8,2.82,59.66,476,284,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Monforte da Beira","Monforte da Beira","LOCAL-050216",NA,0,1,1,5,3.57,3,2.14,46.82,299,140,NA,0,6,3.43,4,2.29,53.85,325,175,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Salgueiro do Campo","Salgueiro do Campo","LOCAL-050220",NA,0,1,1,11,2.66,22,5.33,60.74,680,413,NA,0,8,1.64,14,2.87,63.21,772,488,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Santo André das Tojeiras","Santo André das Tojeiras","LOCAL-050221",NA,0,1,1,6,1.68,4,1.12,57.12,625,357,NA,0,7,1.61,15,3.45,58.55,743,435,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","São Vicente da Beira","São Vicente da Beira","LOCAL-050222",NA,0,1,1,8,1.33,10,1.67,54.89,1093,600,NA,0,14,2.05,14,2.05,54.72,1250,684,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Sarzedas","Sarzedas","LOCAL-050223",NA,0,1,1,17,2.59,18,2.74,61.02,1075,656,NA,0,11,1.4,17,2.17,61.04,1286,785,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Tinalhas","Tinalhas","LOCAL-050225",NA,0,1,1,3,1.1,9,3.31,55.51,490,272,NA,0,6,1.84,10,3.07,57.29,569,326,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Cebolais de Cima e Retaxo","Cebolais de Cima e Retaxo","LOCAL-050226",NA,0,1,1,20,1.99,20,1.99,61.07,1644,1004,NA,0,17,1.41,21,1.74,67.28,1794,1207,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Escalos de Baixo e Mata","Escalos de Baixo e Mata","LOCAL-050227",NA,0,1,1,14,2.67,10,1.9,49.53,1060,525,NA,0,9,1.36,16,2.42,56.29,1176,662,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Escalos de Cima e Lousa","Escalos de Cima e Lousa","LOCAL-050228",NA,0,1,1,17,2.28,18,2.42,55.27,1348,745,NA,0,22,2.4,17,1.85,60,1530,918,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Freixial e Juncal do Campo","Freixial e Juncal do Campo","LOCAL-050229",NA,0,1,1,11,2.56,15,3.49,62.23,691,430,NA,0,10,1.96,14,2.75,64.8,787,510,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Ninho do Açor e Sobral do Campo","Ninho do Açor e Sobral do Campo","LOCAL-050230",NA,0,1,1,7,1.94,17,4.72,52.63,684,360,NA,0,11,2.38,9,1.94,58.91,786,463,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Póvoa de Rio de Moinhos e Cafede","Póvoa de Rio de Moinhos e Cafede","LOCAL-050231",NA,0,1,1,16,3.57,13,2.9,56.35,795,448,NA,0,22,4.04,9,1.65,62.29,875,545,"Castelo Branco","Castelo Branco"
"2019-12-03 11:13:36","Aldeia de São Francisco de Assis","Aldeia de São Francisco de Assis","LOCAL-050302",NA,0,1,1,6,2.26,5,1.89,51.36,516,265,NA,0,1,0.32,6,1.94,54.88,563,309,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Boidobra","Boidobra","LOCAL-050305",NA,0,1,1,42,2.59,24,1.48,60.59,2677,1622,NA,0,38,2.27,28,1.68,62.68,2666,1671,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Cortes do Meio","Cortes do Meio","LOCAL-050308",NA,0,1,1,9,2.11,11,2.58,55.67,767,427,NA,0,9,1.93,5,1.07,51.95,897,466,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Dominguizo","Dominguizo","LOCAL-050309",NA,0,1,1,16,3.02,17,3.21,58.11,912,530,NA,0,6,0.98,16,2.62,60.7,1005,610,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Erada","Erada","LOCAL-050310",NA,0,1,1,20,5.32,7,1.86,57.49,654,376,NA,0,6,2.31,4,1.54,33.59,774,260,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Ferro","Ferro","LOCAL-050311",NA,0,1,1,21,3.08,15,2.2,48.71,1398,681,NA,0,15,1.94,15,1.94,51.77,1497,775,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Orjais","Orjais","LOCAL-050312",NA,0,1,1,9,2.15,10,2.39,61.74,677,418,NA,0,9,1.91,4,0.85,63.05,747,471,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Paul","Paul","LOCAL-050314",NA,0,1,1,20,2.88,7,1.01,50.29,1382,695,NA,0,20,2.46,10,1.23,52.18,1560,814,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Peraboa","Peraboa","LOCAL-050315",NA,0,1,1,9,2.14,8,1.9,47.14,891,420,NA,0,11,2.19,6,1.2,51.22,980,502,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","São Jorge da Beira","São Jorge da Beira","LOCAL-050318",NA,0,1,1,13,4.29,3,0.99,51.97,583,303,NA,0,7,1.84,5,1.31,52.7,723,381,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Sobral de São Miguel","Sobral de São Miguel","LOCAL-050322",NA,0,1,1,3,1.49,5,2.48,55.34,365,202,NA,0,6,2.44,12,4.88,51.68,476,246,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Tortosendo","Tortosendo","LOCAL-050324",NA,0,1,1,63,2.13,50,1.69,61.04,4836,2952,NA,0,58,1.85,52,1.66,62.68,4989,3127,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Unhais da Serra","Unhais da Serra","LOCAL-050325",NA,0,1,1,12,1.75,17,2.47,61.67,1114,687,NA,0,20,2.67,18,2.4,61.53,1219,750,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Verdelhos","Verdelhos","LOCAL-050327",NA,0,1,1,2,0.84,5,2.1,37.54,634,238,NA,0,6,2.23,12,4.46,38.37,701,269,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Barco e Coutada","Barco e Coutada","LOCAL-050332",NA,0,1,1,7,1.59,12,2.73,49.22,894,440,NA,0,7,1.28,16,2.94,49.46,1102,545,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Cantar-Galo e Vila do Carvalho","Cantar-Galo e Vila do Carvalho","LOCAL-050333",NA,0,1,1,23,1.26,37,2.02,54.59,3356,1832,NA,0,14,0.7,29,1.44,53.34,3774,2013,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Casegas e Ourondo","Casegas e Ourondo","LOCAL-050334",NA,0,1,1,7,2.23,8,2.55,36.98,849,314,NA,0,6,1.48,14,3.45,39.92,1017,406,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Covilhã e Canhoso","Covilhã e Canhoso","LOCAL-050335",NA,0,1,1,215,2.23,152,1.58,57.43,16758,9624,NA,0,194,1.86,138,1.32,59.77,17481,10449,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Peso e Vales do Rio","Peso e Vales do Rio","LOCAL-050336",NA,0,1,1,36,4.92,11,1.5,57.65,1268,731,NA,0,28,3.43,19,2.33,56.74,1440,817,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Teixoso e Sarzedo","Teixoso e Sarzedo","LOCAL-050337",NA,0,1,1,30,1.42,36,1.71,55.25,3819,2110,NA,0,40,1.69,31,1.31,56.89,4148,2360,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Vale Formoso e Aldeia do Souto","Vale Formoso e Aldeia do Souto","LOCAL-050338",NA,0,1,1,9,2.88,10,3.21,44.13,707,312,NA,0,9,2.4,8,2.13,47.17,795,375,"Covilhã","Castelo Branco"
"2019-12-03 11:13:36","Alcaide","Alcaide","LOCAL-050401",NA,0,1,1,9,2.59,5,1.44,59.79,582,348,NA,0,10,2.68,2,0.54,61.35,608,373,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Alcaria","Alcaria","LOCAL-050402",NA,0,1,1,18,3.13,15,2.61,57.33,1003,575,NA,0,9,1.46,15,2.44,58.07,1059,615,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Alcongosta","Alcongosta","LOCAL-050403",NA,0,1,1,3,1.09,1,0.36,62.99,435,274,NA,0,2,0.68,4,1.37,61.6,474,292,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Alpedrinha","Alpedrinha","LOCAL-050406",NA,0,1,1,13,2.78,11,2.35,53.61,873,468,NA,0,10,1.95,11,2.15,52.95,967,512,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Barroca","Barroca","LOCAL-050408",NA,0,1,1,3,1.21,7,2.82,48.06,516,248,NA,0,8,2.83,5,1.77,44.99,629,283,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Bogas de Cima","Bogas de Cima","LOCAL-050410",NA,0,1,1,6,3.45,5,2.87,43.28,402,174,NA,0,5,2.46,3,1.48,42.47,478,203,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Capinha","Capinha","LOCAL-050411",NA,0,1,1,3,1.49,6,2.97,43.25,467,202,NA,0,2,0.78,0,0,46.81,549,257,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Castelejo","Castelejo","LOCAL-050412",NA,0,1,1,11,3.04,13,3.59,53.63,675,362,NA,0,6,1.52,9,2.28,52.32,755,395,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Castelo Novo","Castelo Novo","LOCAL-050413",NA,0,1,1,4,2.48,3,1.86,57.3,281,161,NA,0,2,1.12,2,1.12,57.74,310,179,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Fatela","Fatela","LOCAL-050416",NA,0,1,1,12,4.62,7,2.69,54.62,476,260,NA,0,7,2.28,6,1.95,57.6,533,307,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Lavacolhos","Lavacolhos","LOCAL-050419",NA,0,1,1,2,1.64,5,4.1,53.74,227,122,NA,0,0,0,1,0.82,45.52,268,122,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Orca","Orca","LOCAL-050420",NA,0,1,1,6,1.89,13,4.09,56.48,563,318,NA,0,3,0.81,11,2.96,56.13,661,371,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Pêro Viseu","Pêro Viseu","LOCAL-050421",NA,0,1,1,9,2.81,11,3.44,45.71,700,320,NA,0,8,2.14,6,1.6,50.4,742,374,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Silvares","Silvares","LOCAL-050424",NA,0,1,1,20,3.82,19,3.63,53.09,987,524,NA,0,24,4.4,14,2.57,49.37,1104,545,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Soalheira","Soalheira","LOCAL-050425",NA,0,1,1,8,1.86,4,0.93,48.75,882,430,NA,0,3,0.64,6,1.28,50.7,927,470,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Souto da Casa","Souto da Casa","LOCAL-050426",NA,0,1,1,14,3.37,5,1.2,54.53,761,415,NA,0,6,1.27,9,1.91,54.77,860,471,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Telhado","Telhado","LOCAL-050427",NA,0,1,1,6,1.81,7,2.11,57.17,579,331,NA,0,6,1.69,11,3.11,58.51,605,354,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Enxames","Enxames","LOCAL-050431",NA,0,1,1,3,1.26,8,3.36,56.4,422,238,NA,0,13,5,5,1.92,52.63,494,260,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Três Povos","Três Povos","LOCAL-050432",NA,0,1,1,10,2.6,21,5.45,42.45,907,385,NA,0,10,2.03,17,3.46,45.14,1090,492,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Janeiro de Cima e Bogas de Baixo","Janeiro de Cima e Bogas de Baixo","LOCAL-050433",NA,0,1,1,10,4.13,4,1.65,44.73,541,242,NA,0,6,1.93,3,0.96,50.9,611,311,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo","Fundão, Valverde, Donas e Aldeias de Joanes e Cabo","LOCAL-050434",NA,0,1,1,171,2.71,135,2.14,54.45,11583,6307,NA,0,134,1.95,123,1.79,58.29,11765,6858,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Póvoa de Atalaia e Atalaia do Campo","Póvoa de Atalaia e Atalaia do Campo","LOCAL-050435",NA,0,1,1,8,1.56,23,4.47,48.26,1065,514,NA,0,7,1.07,18,2.76,53.92,1211,653,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Vale de Prazeres e Mata da Rainha","Vale de Prazeres e Mata da Rainha","LOCAL-050436",NA,0,1,1,7,1.43,9,1.84,38.8,1263,490,NA,0,13,2.11,17,2.76,43.05,1431,616,"Fundão","Castelo Branco"
"2019-12-03 11:13:36","Aldeia de Santa Margarida","Aldeia de Santa Margarida","LOCAL-050502",NA,0,1,1,5,3.97,7,5.56,50.81,248,126,NA,0,1,0.66,6,3.95,56.3,270,152,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","Ladoeiro","Ladoeiro","LOCAL-050505",NA,0,1,1,2,0.38,16,3,47.46,1123,533,NA,0,11,1.64,16,2.38,54.07,1241,671,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","Medelim","Medelim","LOCAL-050506",NA,0,1,1,3,2.42,7,5.65,65.96,188,124,NA,0,5,3.5,8,5.59,59.83,239,143,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","Oledo","Oledo","LOCAL-050509",NA,0,1,1,5,2.98,3,1.79,50,336,168,NA,0,6,3.06,3,1.53,53.7,365,196,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","Penha Garcia","Penha Garcia","LOCAL-050510",NA,0,1,1,8,2.12,11,2.92,60.71,621,377,NA,0,8,1.66,12,2.49,65.49,736,482,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","Proença-a-Velha","Proença-a-Velha","LOCAL-050511",NA,0,1,1,5,6.02,0,0,54.97,151,83,NA,0,0,0,0,0,55.61,196,109,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","Rosmaninhal","Rosmaninhal","LOCAL-050512",NA,0,1,1,0,0,3,1.7,35.7,493,176,NA,0,4,1.57,9,3.53,43.07,592,255,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","São Miguel de Acha","São Miguel de Acha","LOCAL-050514",NA,0,1,1,6,2.21,10,3.68,50.75,536,272,NA,0,6,1.83,13,3.98,55.99,584,327,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","Toulões","Toulões","LOCAL-050516",NA,0,1,1,3,2.52,1,0.84,59.8,199,119,NA,0,0,0,4,2.96,56.25,240,135,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Idanha-a-Nova e Alcafozes","Idanha-a-Nova e Alcafozes","LOCAL-050518",NA,0,1,1,32,2.83,23,2.03,54.98,2057,1131,NA,0,32,2.53,26,2.06,58.69,2152,1263,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Monfortinho e Salvaterra do Extremo","Monfortinho e Salvaterra do Extremo","LOCAL-050519",NA,0,1,1,7,2.34,6,2.01,48.7,614,299,NA,0,4,1.05,10,2.63,55.15,689,380,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Monsanto e Idanha-a-Velha","Monsanto e Idanha-a-Velha","LOCAL-050520",NA,0,1,1,5,1.46,14,4.09,51.74,661,342,NA,0,13,3.17,14,3.41,53.46,767,410,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","União das freguesias de Zebreira e Segura","Zebreira e Segura","LOCAL-050521",NA,0,1,1,6,1.45,13,3.15,41.05,1006,413,NA,0,4,0.76,15,2.86,47.38,1106,524,"Idanha-a-Nova","Castelo Branco"
"2019-12-03 11:13:36","Álvaro","Álvaro","LOCAL-050601",NA,0,1,1,4,3.77,1,0.94,64.24,165,106,NA,0,3,2.31,2,1.54,63.73,204,130,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Cambas","Cambas","LOCAL-050603",NA,0,1,1,0,0,3,2.14,48.28,290,140,NA,0,3,1.9,1,0.63,49.22,321,158,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Isna","Isna","LOCAL-050605",NA,0,1,1,2,1.5,7,5.26,79.17,168,133,NA,0,1,0.67,6,4,76.53,196,150,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Madeirã","Madeirã","LOCAL-050606",NA,0,1,1,0,0,0,0,60.26,151,91,NA,0,4,4.3,1,1.08,60,155,93,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Mosteiro","Mosteiro","LOCAL-050607",NA,0,1,1,1,0.58,5,2.92,64.04,267,171,NA,0,3,1.44,13,6.25,66.45,313,208,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Orvalho","Orvalho","LOCAL-050609",NA,0,1,1,8,2.94,7,2.57,55.4,491,272,NA,0,7,2.28,12,3.91,57.82,531,307,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Sarnadas de São Simão","Sarnadas de São Simão","LOCAL-050610",NA,0,1,1,5,4.07,5,4.07,62.44,197,123,NA,0,3,2.26,3,2.26,57.08,233,133,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Sobral","Sobral","LOCAL-050611",NA,0,1,1,3,3.06,7,7.14,63.64,154,98,NA,0,0,0,1,0.83,67.8,177,120,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Estreito-Vilar Barroco","Estreito-Vilar Barroco","LOCAL-050613",NA,0,1,1,14,2.57,19,3.49,59.52,914,544,NA,0,24,3.72,14,2.17,63.67,1013,645,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Oleiros-Amieira","Oleiros-Amieira","LOCAL-050614",NA,0,1,1,31,2.45,43,3.4,62.25,2032,1265,NA,0,25,1.87,34,2.54,62.47,2145,1340,"Oleiros","Castelo Branco"
"2019-12-03 11:13:36","Aranhas","Aranhas","LOCAL-050704",NA,0,1,1,8,4.91,3,1.84,57.6,283,163,NA,0,6,3.17,10,5.29,60,315,189,"Penamacor","Castelo Branco"
"2019-12-03 11:13:36","Benquerença","Benquerença","LOCAL-050706",NA,0,1,1,5,2.12,9,3.81,51.42,459,236,NA,0,7,2.77,9,3.56,46.17,548,253,"Penamacor","Castelo Branco"
"2019-12-03 11:13:36","Meimão","Meimão","LOCAL-050707",NA,0,1,1,0,0,1,0.69,49.83,289,144,NA,0,3,1.78,7,4.14,49.56,341,169,"Penamacor","Castelo Branco"
"2019-12-03 11:13:36","Meimoa","Meimoa","LOCAL-050708",NA,0,1,1,5,3.23,6,3.87,47.69,325,155,NA,0,2,1.02,4,2.04,49.49,396,196,"Penamacor","Castelo Branco"
"2019-12-03 11:13:36","Penamacor","Penamacor","LOCAL-050710",NA,0,1,1,13,2.08,20,3.21,52.48,1189,624,NA,0,14,1.98,7,0.99,55.02,1285,707,"Penamacor","Castelo Branco"
"2019-12-03 11:13:36","Salvador","Salvador","LOCAL-050711",NA,0,1,1,1,0.69,10,6.9,45.03,322,145,NA,0,5,2.79,9,5.03,46.25,387,179,"Penamacor","Castelo Branco"
"2019-12-03 11:13:36","Vale da Senhora da Póvoa","Vale da Senhora da Póvoa","LOCAL-050712",NA,0,1,1,1,0.83,0,0,56.6,212,120,NA,0,1,0.67,1,0.67,59.52,252,150,"Penamacor","Castelo Branco"
