"time","territoryFullName","territoryName","territoryKey","totalMandates","availableMandates","numParishes","numParishesApproved","blankVotes","blankVotesPercentage","nullVotes","nullVotesPercentage","votersPercentage","subscribedVoters","totalVoters","pre.totalMandates","pre.availableMandates","pre.blankVotes","pre.blankVotesPercentage","pre.nullVotes","pre.nullVotesPercentage","pre.votersPercentage","pre.subscribedVoters","pre.totalVoters"
"2019-10-06 20:15:02","Castelo Branco","Castelo Branco","LOCAL-050000",0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,0,0,543,1.86,707,2.42,55.52,52676,29244
"2019-10-06 20:15:02","Coimbra","Coimbra","LOCAL-060000",0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,0,0,272,2.22,269,2.2,54.27,22576,12251
"2019-10-06 20:15:02","Évora","Évora","LOCAL-070000",0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,0,0,97,1,111,1.14,62.58,15541,9726
"2019-10-06 20:15:02","Faro","Faro","LOCAL-080000",0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,0,0,197,2.37,158,1.9,56.47,14706,8304
"2019-10-06 20:15:02","Guarda","Guarda","LOCAL-090000",0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,0,0,698,2.04,893,2.61,50.38,67834,34177
"2019-10-06 20:15:02","Leiria","Leiria","LOCAL-100000",0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,0,0,250,3.07,164,2.01,57.4,14191,8146
"2019-10-06 20:15:02","Lisboa","Lisboa","LOCAL-110000",0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,0,0,119,2.43,104,2.12,58.24,8414,4900
"2019-10-06 20:15:02","Madeira","Madeira","LOCAL-300000",0,6,54,9,19,0.59,60,1.88,46.69,6848,3197,0,0,32,1,98,3.05,46.04,6983,3215
"2019-10-06 20:15:02","Portalegre","Portalegre","LOCAL-120000",0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,0,0,140,1.65,105,1.24,61.67,13766,8489
"2019-10-06 20:15:02","Porto","Porto","LOCAL-130000",0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,0,0,168,1.36,213,1.73,55.08,22356,12314
"2019-10-06 20:15:02","Santarém","Santarém","LOCAL-140000",0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,0,0,525,2.03,530,2.05,59.47,43503,25872
"2019-10-06 20:15:02","Setúbal","Setúbal","LOCAL-150000",0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,0,0,42,1.19,40,1.14,55.21,6383,3524
"2019-10-06 20:15:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,0,0,843,2.41,590,1.69,46.86,74584,34952
"2019-10-06 20:15:02","Vila Real","Vila Real","LOCAL-170000",0,5,197,94,584,2.04,779,2.72,44.04,65127,28685,0,0,509,1.57,608,1.87,46.49,69775,32439
"2019-10-06 20:15:02","Viseu","Viseu","LOCAL-180000",0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1,0,1265,1.99,1249,1.97,49.48,128277,63473
"2019-10-06 20:20:02","Território Nacional","Território Nacional","LOCAL-500000",0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,0,0,6226,1.91,6271,1.92,51.97,626876,325776
"2019-10-06 20:20:02","Açores","Açores","LOCAL-400000",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2019-10-06 20:20:02","Aveiro","Aveiro","LOCAL-010000",0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,0,0,124,1.82,111,1.63,54.56,12511,6826
"2019-10-06 20:20:02","Beja","Beja","LOCAL-020000",0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,0,0,122,1.37,140,1.57,58.12,15357,8926
"2019-10-06 20:20:02","Braga","Braga","LOCAL-030000",0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,0,0,648,2.03,428,1.34,56.26,56801,31957
"2019-10-06 20:20:02","Bragança","Bragança","LOCAL-040000",0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,0,0,265,1.64,321,1.99,45.24,35671,16138
"2019-10-06 20:20:02","Castelo Branco","Castelo Branco","LOCAL-050000",0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,0,0,543,1.86,707,2.42,55.52,52676,29244
"2019-10-06 20:20:02","Coimbra","Coimbra","LOCAL-060000",0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,0,0,272,2.22,269,2.2,54.27,22576,12251
"2019-10-06 20:20:02","Évora","Évora","LOCAL-070000",0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,0,0,97,1,111,1.14,62.58,15541,9726
"2019-10-06 20:20:02","Faro","Faro","LOCAL-080000",0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,0,0,197,2.37,158,1.9,56.47,14706,8304
"2019-10-06 20:20:02","Guarda","Guarda","LOCAL-090000",0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,0,0,698,2.04,893,2.61,50.38,67834,34177
"2019-10-06 20:20:02","Leiria","Leiria","LOCAL-100000",0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,0,0,250,3.07,164,2.01,57.4,14191,8146
"2019-10-06 20:20:02","Lisboa","Lisboa","LOCAL-110000",0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,0,0,119,2.43,104,2.12,58.24,8414,4900
"2019-10-06 20:20:02","Madeira","Madeira","LOCAL-300000",0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,0,0,85,1.26,211,3.12,47.03,14373,6759
"2019-10-06 20:20:02","Portalegre","Portalegre","LOCAL-120000",0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,0,0,140,1.65,105,1.24,61.67,13766,8489
"2019-10-06 20:20:02","Porto","Porto","LOCAL-130000",0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,0,0,168,1.36,213,1.73,55.08,22356,12314
"2019-10-06 20:20:02","Santarém","Santarém","LOCAL-140000",0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,0,0,525,2.03,530,2.05,59.47,43503,25872
"2019-10-06 20:20:02","Setúbal","Setúbal","LOCAL-150000",0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,0,0,42,1.19,40,1.14,55.21,6383,3524
"2019-10-06 20:20:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,0,0,843,2.41,590,1.69,46.86,74584,34952
"2019-10-06 20:20:02","Vila Real","Vila Real","LOCAL-170000",0,5,197,94,584,2.04,779,2.72,44.04,65127,28685,0,0,509,1.57,608,1.87,46.49,69775,32439
"2019-10-06 20:20:02","Viseu","Viseu","LOCAL-180000",0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1,0,1265,1.99,1249,1.97,49.48,128277,63473
"2019-10-06 20:25:02","Território Nacional","Território Nacional","LOCAL-500000",0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,0,0,6226,1.91,6271,1.92,51.97,626876,325776
"2019-10-06 20:25:02","Açores","Açores","LOCAL-400000",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2019-10-06 20:25:02","Aveiro","Aveiro","LOCAL-010000",0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,0,0,124,1.82,111,1.63,54.56,12511,6826
"2019-10-06 20:25:02","Beja","Beja","LOCAL-020000",0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,0,0,122,1.37,140,1.57,58.12,15357,8926
"2019-10-06 20:25:02","Braga","Braga","LOCAL-030000",0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,0,0,648,2.03,428,1.34,56.26,56801,31957
"2019-10-06 20:25:02","Bragança","Bragança","LOCAL-040000",0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,0,0,265,1.64,321,1.99,45.24,35671,16138
"2019-10-06 20:25:02","Castelo Branco","Castelo Branco","LOCAL-050000",0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,0,0,543,1.86,707,2.42,55.52,52676,29244
"2019-10-06 20:25:02","Coimbra","Coimbra","LOCAL-060000",0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,0,0,272,2.22,269,2.2,54.27,22576,12251
"2019-10-06 20:25:02","Évora","Évora","LOCAL-070000",0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,0,0,97,1,111,1.14,62.58,15541,9726
"2019-10-06 20:25:02","Faro","Faro","LOCAL-080000",0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,0,0,197,2.37,158,1.9,56.47,14706,8304
"2019-10-06 20:25:02","Guarda","Guarda","LOCAL-090000",0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,0,0,698,2.04,893,2.61,50.38,67834,34177
"2019-10-06 20:25:02","Leiria","Leiria","LOCAL-100000",0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,0,0,250,3.07,164,2.01,57.4,14191,8146
"2019-10-06 20:25:02","Lisboa","Lisboa","LOCAL-110000",0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,0,0,119,2.43,104,2.12,58.24,8414,4900
"2019-10-06 20:25:02","Madeira","Madeira","LOCAL-300000",0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,0,0,85,1.26,211,3.12,47.03,14373,6759
"2019-10-06 20:25:02","Portalegre","Portalegre","LOCAL-120000",0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,0,0,140,1.65,105,1.24,61.67,13766,8489
"2019-10-06 20:25:02","Porto","Porto","LOCAL-130000",0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,0,0,168,1.36,213,1.73,55.08,22356,12314
"2019-10-06 20:25:02","Santarém","Santarém","LOCAL-140000",0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,0,0,525,2.03,530,2.05,59.47,43503,25872
"2019-10-06 20:25:02","Setúbal","Setúbal","LOCAL-150000",0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,0,0,42,1.19,40,1.14,55.21,6383,3524
"2019-10-06 20:25:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,0,0,843,2.41,590,1.69,46.86,74584,34952
"2019-10-06 20:25:02","Vila Real","Vila Real","LOCAL-170000",0,5,197,94,584,2.04,779,2.72,44.04,65127,28685,0,0,509,1.57,608,1.87,46.49,69775,32439
"2019-10-06 20:25:02","Viseu","Viseu","LOCAL-180000",0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1,0,1265,1.99,1249,1.97,49.48,128277,63473
"2019-10-06 20:30:02","Território Nacional","Território Nacional","LOCAL-500000",0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,0,0,6226,1.91,6271,1.92,51.97,626876,325776
"2019-10-06 20:30:02","Açores","Açores","LOCAL-400000",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2019-10-06 20:30:02","Aveiro","Aveiro","LOCAL-010000",0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,0,0,124,1.82,111,1.63,54.56,12511,6826
"2019-10-06 20:30:02","Beja","Beja","LOCAL-020000",0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,0,0,122,1.37,140,1.57,58.12,15357,8926
"2019-10-06 20:30:02","Braga","Braga","LOCAL-030000",0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,0,0,648,2.03,428,1.34,56.26,56801,31957
"2019-10-06 20:30:02","Bragança","Bragança","LOCAL-040000",0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,0,0,265,1.64,321,1.99,45.24,35671,16138
"2019-10-06 20:30:02","Castelo Branco","Castelo Branco","LOCAL-050000",0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,0,0,543,1.86,707,2.42,55.52,52676,29244
"2019-10-06 20:30:02","Coimbra","Coimbra","LOCAL-060000",0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,0,0,272,2.22,269,2.2,54.27,22576,12251
"2019-10-06 20:30:02","Évora","Évora","LOCAL-070000",0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,0,0,97,1,111,1.14,62.58,15541,9726
"2019-10-06 20:30:02","Faro","Faro","LOCAL-080000",0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,0,0,197,2.37,158,1.9,56.47,14706,8304
"2019-10-06 20:30:02","Guarda","Guarda","LOCAL-090000",0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,0,0,698,2.04,893,2.61,50.38,67834,34177
"2019-10-06 20:30:02","Leiria","Leiria","LOCAL-100000",0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,0,0,250,3.07,164,2.01,57.4,14191,8146
"2019-10-06 20:30:02","Lisboa","Lisboa","LOCAL-110000",0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,0,0,119,2.43,104,2.12,58.24,8414,4900
"2019-10-06 20:30:02","Madeira","Madeira","LOCAL-300000",0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,0,0,85,1.26,211,3.12,47.03,14373,6759
"2019-10-06 20:30:02","Portalegre","Portalegre","LOCAL-120000",0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,0,0,140,1.65,105,1.24,61.67,13766,8489
"2019-10-06 20:30:02","Porto","Porto","LOCAL-130000",0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,0,0,168,1.36,213,1.73,55.08,22356,12314
"2019-10-06 20:30:02","Santarém","Santarém","LOCAL-140000",0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,0,0,525,2.03,530,2.05,59.47,43503,25872
"2019-10-06 20:30:02","Setúbal","Setúbal","LOCAL-150000",0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,0,0,42,1.19,40,1.14,55.21,6383,3524
"2019-10-06 20:30:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,0,0,843,2.41,590,1.69,46.86,74584,34952
"2019-10-06 20:30:02","Vila Real","Vila Real","LOCAL-170000",0,5,197,94,584,2.04,779,2.72,44.04,65127,28685,0,0,509,1.57,608,1.87,46.49,69775,32439
"2019-10-06 20:30:02","Viseu","Viseu","LOCAL-180000",0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1,0,1265,1.99,1249,1.97,49.48,128277,63473
"2019-10-06 20:35:02","Território Nacional","Território Nacional","LOCAL-500000",0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,0,0,6226,1.91,6271,1.92,51.97,626876,325776
"2019-10-06 20:35:02","Açores","Açores","LOCAL-400000",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2019-10-06 20:35:02","Aveiro","Aveiro","LOCAL-010000",0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,0,0,124,1.82,111,1.63,54.56,12511,6826
"2019-10-06 20:35:02","Beja","Beja","LOCAL-020000",0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,0,0,122,1.37,140,1.57,58.12,15357,8926
"2019-10-06 20:35:02","Braga","Braga","LOCAL-030000",0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,0,0,648,2.03,428,1.34,56.26,56801,31957
"2019-10-06 20:35:02","Bragança","Bragança","LOCAL-040000",0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,0,0,265,1.64,321,1.99,45.24,35671,16138
"2019-10-06 20:35:02","Castelo Branco","Castelo Branco","LOCAL-050000",0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,0,0,543,1.86,707,2.42,55.52,52676,29244
"2019-10-06 20:35:02","Coimbra","Coimbra","LOCAL-060000",0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,0,0,272,2.22,269,2.2,54.27,22576,12251
"2019-10-06 20:35:02","Évora","Évora","LOCAL-070000",0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,0,0,97,1,111,1.14,62.58,15541,9726
"2019-10-06 20:35:02","Faro","Faro","LOCAL-080000",0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,0,0,197,2.37,158,1.9,56.47,14706,8304
"2019-10-06 20:35:02","Guarda","Guarda","LOCAL-090000",0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,0,0,698,2.04,893,2.61,50.38,67834,34177
"2019-10-06 20:35:02","Leiria","Leiria","LOCAL-100000",0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,0,0,250,3.07,164,2.01,57.4,14191,8146
"2019-10-06 20:35:02","Lisboa","Lisboa","LOCAL-110000",0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,0,0,119,2.43,104,2.12,58.24,8414,4900
"2019-10-06 20:35:02","Madeira","Madeira","LOCAL-300000",0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,0,0,85,1.26,211,3.12,47.03,14373,6759
"2019-10-06 20:35:02","Portalegre","Portalegre","LOCAL-120000",0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,0,0,140,1.65,105,1.24,61.67,13766,8489
"2019-10-06 20:35:02","Porto","Porto","LOCAL-130000",0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,0,0,168,1.36,213,1.73,55.08,22356,12314
"2019-10-06 20:35:02","Santarém","Santarém","LOCAL-140000",0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,0,0,525,2.03,530,2.05,59.47,43503,25872
"2019-10-06 20:35:02","Setúbal","Setúbal","LOCAL-150000",0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,0,0,42,1.19,40,1.14,55.21,6383,3524
"2019-10-06 20:35:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,0,0,843,2.41,590,1.69,46.86,74584,34952
"2019-10-06 20:35:02","Vila Real","Vila Real","LOCAL-170000",0,5,197,94,584,2.04,779,2.72,44.04,65127,28685,0,0,509,1.57,608,1.87,46.49,69775,32439
"2019-10-06 20:35:02","Viseu","Viseu","LOCAL-180000",0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1,0,1265,1.99,1249,1.97,49.48,128277,63473
"2019-10-06 20:40:02","Território Nacional","Território Nacional","LOCAL-500000",0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,0,0,6226,1.91,6271,1.92,51.97,626876,325776
"2019-10-06 20:40:02","Açores","Açores","LOCAL-400000",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2019-10-06 20:40:02","Aveiro","Aveiro","LOCAL-010000",0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,0,0,124,1.82,111,1.63,54.56,12511,6826
"2019-10-06 20:40:02","Beja","Beja","LOCAL-020000",0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,0,0,122,1.37,140,1.57,58.12,15357,8926
"2019-10-06 20:40:02","Braga","Braga","LOCAL-030000",0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,0,0,648,2.03,428,1.34,56.26,56801,31957
"2019-10-06 20:40:02","Bragança","Bragança","LOCAL-040000",0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,0,0,265,1.64,321,1.99,45.24,35671,16138
"2019-10-06 20:40:02","Castelo Branco","Castelo Branco","LOCAL-050000",0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,0,0,543,1.86,707,2.42,55.52,52676,29244
"2019-10-06 20:40:02","Coimbra","Coimbra","LOCAL-060000",0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,0,0,272,2.22,269,2.2,54.27,22576,12251
"2019-10-06 20:40:02","Évora","Évora","LOCAL-070000",0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,0,0,97,1,111,1.14,62.58,15541,9726
"2019-10-06 20:40:02","Faro","Faro","LOCAL-080000",0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,0,0,197,2.37,158,1.9,56.47,14706,8304
"2019-10-06 20:40:02","Guarda","Guarda","LOCAL-090000",0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,0,0,698,2.04,893,2.61,50.38,67834,34177
"2019-10-06 20:40:02","Leiria","Leiria","LOCAL-100000",0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,0,0,250,3.07,164,2.01,57.4,14191,8146
"2019-10-06 20:40:02","Lisboa","Lisboa","LOCAL-110000",0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,0,0,119,2.43,104,2.12,58.24,8414,4900
"2019-10-06 20:40:02","Madeira","Madeira","LOCAL-300000",0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,0,0,85,1.26,211,3.12,47.03,14373,6759
"2019-10-06 20:40:02","Portalegre","Portalegre","LOCAL-120000",0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,0,0,140,1.65,105,1.24,61.67,13766,8489
"2019-10-06 20:40:02","Porto","Porto","LOCAL-130000",0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,0,0,168,1.36,213,1.73,55.08,22356,12314
"2019-10-06 20:40:02","Santarém","Santarém","LOCAL-140000",0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,0,0,525,2.03,530,2.05,59.47,43503,25872
"2019-10-06 20:40:02","Setúbal","Setúbal","LOCAL-150000",0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,0,0,42,1.19,40,1.14,55.21,6383,3524
"2019-10-06 20:40:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,0,0,843,2.41,590,1.69,46.86,74584,34952
"2019-10-06 20:40:02","Vila Real","Vila Real","LOCAL-170000",0,5,197,94,584,2.04,779,2.72,44.04,65127,28685,0,0,509,1.57,608,1.87,46.49,69775,32439
"2019-10-06 20:40:02","Viseu","Viseu","LOCAL-180000",0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1,0,1265,1.99,1249,1.97,49.48,128277,63473
"2019-10-06 20:45:02","Território Nacional","Território Nacional","LOCAL-500000",0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,0,0,6226,1.91,6271,1.92,51.97,626876,325776
"2019-10-06 20:45:02","Açores","Açores","LOCAL-400000",0,5,156,47,727,5.38,189,1.4,37.15,36393,13520,0,0,579,3.66,275,1.74,43.57,36336,15831
"2019-10-06 20:45:02","Aveiro","Aveiro","LOCAL-010000",0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,0,0,124,1.82,111,1.63,54.56,12511,6826
"2019-10-06 20:45:02","Beja","Beja","LOCAL-020000",0,3,75,61,864,2.05,751,1.78,53.15,79436,42217,0,0,756,1.53,778,1.57,58.99,83803,49437
"2019-10-06 20:45:02","Braga","Braga","LOCAL-030000",0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,0,0,648,2.03,428,1.34,56.26,56801,31957
"2019-10-06 20:45:02","Bragança","Bragança","LOCAL-040000",0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,0,0,265,1.64,321,1.99,45.24,35671,16138
"2019-10-06 20:45:02","Castelo Branco","Castelo Branco","LOCAL-050000",0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,0,0,543,1.86,707,2.42,55.52,52676,29244
"2019-10-06 20:45:02","Coimbra","Coimbra","LOCAL-060000",0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,0,0,272,2.22,269,2.2,54.27,22576,12251
"2019-10-06 20:45:02","Évora","Évora","LOCAL-070000",0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,0,0,97,1,111,1.14,62.58,15541,9726
"2019-10-06 20:45:02","Faro","Faro","LOCAL-080000",0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,0,0,197,2.37,158,1.9,56.47,14706,8304
"2019-10-06 20:45:02","Guarda","Guarda","LOCAL-090000",0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,0,0,698,2.04,893,2.61,50.38,67834,34177
"2019-10-06 20:45:02","Leiria","Leiria","LOCAL-100000",0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,0,0,250,3.07,164,2.01,57.4,14191,8146
"2019-10-06 20:45:02","Lisboa","Lisboa","LOCAL-110000",0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,0,0,119,2.43,104,2.12,58.24,8414,4900
"2019-10-06 20:45:02","Madeira","Madeira","LOCAL-300000",0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,0,0,85,1.26,211,3.12,47.03,14373,6759
"2019-10-06 20:45:02","Portalegre","Portalegre","LOCAL-120000",0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,0,0,140,1.65,105,1.24,61.67,13766,8489
"2019-10-06 20:45:02","Porto","Porto","LOCAL-130000",0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,0,0,168,1.36,213,1.73,55.08,22356,12314
"2019-10-06 20:45:02","Santarém","Santarém","LOCAL-140000",0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,0,0,525,2.03,530,2.05,59.47,43503,25872
"2019-10-06 20:45:02","Setúbal","Setúbal","LOCAL-150000",0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,0,0,42,1.19,40,1.14,55.21,6383,3524
"2019-10-06 20:45:02","Viana do Castelo","Viana do Castelo","LOCAL-160000",0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,0,0,843,2.41,590,1.69,46.86,74584,34952
"2019-10-06 20:45:02","Vila Real","Vila Real","LOCAL-170000",0,5,197,94,584,2.04,779,2.72,44.04,65127,28685,0,0,509,1.57,608,1.87,46.49,69775,32439
"2019-10-06 20:45:02","Viseu","Viseu","LOCAL-180000",0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1,0,1265,1.99,1249,1.97,49.48,128277,63473
"2019-10-06 20:50:01","Território Nacional","Território Nacional","LOCAL-500000",12,214,3092,2131,36878,2.73,27702,2.05,52.51,2574993,1352159,15,0,30828,2.1,25793,1.76,54.39,2697514,1467094
"2019-10-06 20:50:01","Açores","Açores","LOCAL-400000",0,5,156,47,727,5.38,189,1.4,37.15,36393,13520,0,0,579,3.66,275,1.74,43.57,36336,15831
"2019-10-06 20:50:01","Aveiro","Aveiro","LOCAL-010000",0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,0,0,124,1.82,111,1.63,54.56,12511,6826
"2019-10-06 20:50:01","Beja","Beja","LOCAL-020000",0,3,75,66,1080,2.08,898,1.73,52.26,99343,51916,0,0,984,1.63,926,1.53,58.08,104094,60460
"2019-10-06 20:50:01","Braga","Braga","LOCAL-030000",3,16,347,213,5688,3.12,3523,1.93,59.45,306304,182088,3,0,4102,2.2,2419,1.29,59.05,316342,186812
"2019-10-06 20:50:01","Bragança","Bragança","LOCAL-040000",0,3,226,195,806,2.07,881,2.27,44.39,87609,38886,0,0,718,1.64,858,1.96,46.74,93459,43680
"2019-10-06 20:50:01","Castelo Branco","Castelo Branco","LOCAL-050000",0,4,120,113,1371,2.39,1544,2.69,55.09,104284,57446,0,0,1315,2.01,1509,2.31,57.18,114233,65324
"2019-10-06 20:50:01","Coimbra","Coimbra","LOCAL-060000",0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,0,0,272,2.22,269,2.2,54.27,22576,12251
"2019-10-06 20:50:01","Évora","Évora","LOCAL-070000",0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,0,0,97,1,111,1.14,62.58,15541,9726
"2019-10-06 20:50:01","Faro","Faro","LOCAL-080000",0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,0,0,197,2.37,158,1.9,56.47,14706,8304
"2019-10-06 20:50:01","Guarda","Guarda","LOCAL-090000",0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,0,0,698,2.04,893,2.61,50.38,67834,34177
